Date,Review Text,label,cleansing,baku,stopwords,stemming
2026-01-23 17:59:49,Kalau bisa tingkat kan lagi di saat war tiket tidak error,1,kalau bisa tingkat kan lagi di saat war tiket tidak error,kalau bisa tingkat kan lagi di saat rebutan tiket tidak error,bisa tingkat rebutan tiket tidak error,bisa tingkat rebut tiket tidak error
2026-01-23 16:25:00,"aplikasi dalam pemeliharaan ..!!!! buka susah log in susah daftar susah !!! woi bisa buat aplikasi gak sih.,,apa perlu saya buatkan !! hah!!",1,aplikasi dalam pemeliharaan buka susah log in susah daftar susah woi bisa buat aplikasi gak sih apa perlu saya buatkan hah,aplikasi dalam pemeliharaan buka susah log in susah daftar susah woi bisa untuk aplikasi tidak sih apa perlu saya buatkan hah,aplikasi pemeliharaan buka susah log in susah daftar susah woi bisa aplikasi tidak buatkan hah,aplikasi pelihara buka susah log in susah daftar susah woi bisa aplikasi tidak buat hah
2026-01-23 14:49:47,akses mantab dan cepat,0,akses mantab dan cepat,akses mantap dan cepat,akses mantap cepat,akses mantap cepat
2026-01-23 14:33:52,"pisen tiket ga bisa2, cape kerja suruh berantem sama hp",0,pisen tiket ga bisa cape kerja suruh berantem sama hp,pisen tiket tidak bisa capek kerja suruh berantem sama handphone,pisen tiket tidak bisa capek kerja suruh berantem handphone,pisen tiket tidak bisa capek kerja suruh antem handphone
2026-01-23 11:49:57,keren nih aplikasi pesen tiket oke...pas pesen makanan juga cepet..fast respon...kru restonya..pokoknya the Best dech..,0,keren nih aplikasi pesen tiket oke pas pesen makanan juga cepet fast respon kru restonya pokoknya the best dech,keren nih aplikasi pesan tiket oke pas pesan makanan juga cepet fast respon kru restonya pokoknya the bagus dech,keren nih aplikasi pesan tiket oke pas pesan makanan cepet fast respon kru restonya pokoknya the bagus dech,keren nih aplikasi pesan tiket oke pas pesan makan cepet fast respon kru restonya pokok the bagus dech
2026-01-23 11:34:32,gw udh beli tiket kemarin udah bayar tapi tiket nya ga muncul gimana sih. di update malah makin aneh!!!,0,gw udh beli tiket kemarin udah bayar tapi tiket nya ga muncul gimana sih di update malah makin aneh,saya sudah beli tiket kemarin sudah bayar tapi tiket nya tidak muncul gimana sih di update malah makin aneh,beli tiket kemarin bayar tiket tidak muncul gimana update aneh,beli tiket kemarin bayar tiket tidak muncul gimana update aneh
2026-01-23 10:14:03,lebih mudah tapi uang sisa ngga kembali kalau tiket lebih murah dan sudah di potong biaya,0,lebih mudah tapi uang sisa ngga kembali kalau tiket lebih murah dan sudah di potong biaya,lebih mudah tapi uang sisa tidak kembali kalau tiket lebih murah dan sudah di potong biaya,mudah uang sisa tidak tiket murah potong biaya,mudah uang sisa tidak tiket murah potong biaya
2026-01-23 09:17:07,sangat membantu calon penumpang kereta di Indonesia,0,sangat membantu calon penumpang kereta di indonesia,sangat membantu calon penumpang kereta di indonesia,membantu calon penumpang kereta indonesia,bantu calon tumpang kereta indonesia
2026-01-23 08:51:21,requesta are too frequent. please wait a moment and try againt,0,requesta are too frequent please wait a moment and try againt,requesta are too frequent tolong wait a moment and try againt,requesta are too frequent tolong wait a moment and try againt,requesta are too frequent tolong wait a moment and try againt
2026-01-23 08:33:11,"untuk pemesanan tiket sudah ok ,tapi railfood sering tidak bisa digunakan",0,untuk pemesanan tiket sudah ok tapi railfood sering tidak bisa digunakan,untuk pemesanan tiket sudah ok tapi railfood sering tidak bisa digunakan,pemesanan tiket ok railfood tidak bisa,mesan tiket ok railfood tidak bisa
2026-01-23 08:27:24,"mantaps banget Poko nya, terus terusan pake kai access",0,mantaps banget poko nya terus terusan pake kai access,mantaps sekali poko nya terus terusan pakai kai access,mantaps poko terusan pakai kai access,mantaps poko terus pakai kai access
2026-01-23 07:08:06,"halo admin, tolong pada pilihan untuk penumpang bayi, ini tidak terlihat. sehingga saya gabisa pilih tiket untuk penumpang bayi.",0,halo admin tolong pada pilihan untuk penumpang bayi ini tidak terlihat sehingga saya gabisa pilih tiket untuk penumpang bayi,halo admin tolong pada pilihan untuk penumpang bayi ini tidak terlihat sehingga saya tidak bisa pilih tiket untuk penumpang bayi,halo admin tolong pilihan penumpang bayi tidak tidak bisa pilih tiket penumpang bayi,halo admin tolong pilih tumpang bayi tidak tidak bisa pilih tiket tumpang bayi
2026-01-23 06:32:15,selama punya acces by kai sangat membantu TDK usah di terminal cuma mantau dr rumah & TDK ngamtri,0,selama punya acces by kai sangat membantu tdk usah di terminal cuma mantau dr rumah tdk ngamtri,selama punya acces by kai sangat membantu tidak usah di terminal cuma mantau dari rumah tidak ngamtri,acces by kai membantu tidak terminal mantau rumah tidak ngamtri,acces by kai bantu tidak terminal mantau rumah tidak ngamtri
2026-01-23 05:02:48,tering eror tolong perbaiki lagi,1,tering eror tolong perbaiki lagi,tering error tolong perbaiki lagi,tering error tolong perbaiki,tering error tolong baik
2026-01-23 01:20:10,aplikasi ribet....dftar nya susah minta ampun....,1,aplikasi ribet dftar nya susah minta ampun,aplikasi ribet dftar nya susah minta ampun,aplikasi ribet dftar susah ampun,aplikasi ribet dftar susah ampun
2026-01-23 00:55:05,aplikasi gajelass beli pulsa ga masuk tapi uang hilang,1,aplikasi gajelass beli pulsa ga masuk tapi uang hilang,aplikasi gajelass beli pulsa tidak masuk tapi uang hilang,aplikasi gajelass beli pulsa tidak masuk uang hilang,aplikasi gajelass beli pulsa tidak masuk uang hilang
2026-01-22 22:26:35,"sudah melakukan transaksi tp tiketnya tidak keluar,di apk dananya transaksi nya berhasil,,,salda berkurang tiketnya tdk ada mantap🤝",1,sudah melakukan transaksi tp tiketnya tidak keluar di apk dananya transaksi nya berhasil salda berkurang tiketnya tdk ada mantap,sudah melakukan transaksi tapi tiketnya tidak keluar di aplikasi dananya transaksi nya berhasil salda berkurang tiketnya tidak ada mantap,transaksi tiketnya tidak keluar aplikasi dananya transaksi berhasil salda berkurang tiketnya tidak mantap,transaksi tiket tidak keluar aplikasi dana transaksi hasil salda kurang tiket tidak mantap
2026-01-22 17:59:31,"top up 23 RB saldo awal 7rb, pas masuk saldo jadi 28 RB apakah ada penjelasannya?",1,top up rb saldo awal rb pas masuk saldo jadi rb apakah ada penjelasannya,top up rb saldo awal rb pas masuk saldo jadi rb apakah ada penjelasannya,top up rb saldo rb pas masuk saldo rb penjelasannya,top up rb saldo rb pas masuk saldo rb jelas
2026-01-22 14:36:15,memudahkan untuk setiap perjalanan ke luar kota bersama KAI Jadwal mudah terpantau,0,memudahkan untuk setiap perjalanan ke luar kota bersama kai jadwal mudah terpantau,memudahkan untuk setiap perjalanan ke luar kota bersama kai jadwal mudah terpantau,memudahkan perjalanan kota kai jadwal mudah terpantau,mudah jalan kota kai jadwal mudah pantau
2026-01-22 14:00:57,sering update....tiap update harus log in ulang ..kadang gak bisa masuk...sekarang harus update basic ...ribet nih aplikasi,1,sering update tiap update harus log in ulang kadang gak bisa masuk sekarang harus update basic ribet nih aplikasi,sering update setiap update harus log in ulang kadang tidak bisa masuk sekarang harus update basic ribet nih aplikasi,update update log in ulang kadang tidak bisa masuk update basic ribet nih aplikasi,update update log in ulang kadang tidak bisa masuk update basic ribet nih aplikasi
2026-01-22 12:06:33,sangat bermanfaat dan membantu,0,sangat bermanfaat dan membantu,sangat bermanfaat dan membantu,bermanfaat membantu,manfaat bantu
2026-01-22 11:42:15,informatif dan user friendly,0,informatif dan user friendly,informatif dan user friendly,informatif user friendly,informatif user friendly
2026-01-22 10:07:18,"simpel, mudah di mengerti...",0,simpel mudah di mengerti,sederhana mudah di mengerti,sederhana mudah mengerti,sederhana mudah erti
2026-01-22 06:33:24,mudah proses nya alhamdulillah,0,mudah proses nya alhamdulillah,mudah proses nya alhamdulillah,mudah proses alhamdulillah,mudah proses alhamdulillah
2026-01-22 06:03:46,"padahal masih keburu tapi tiket nya udah ilang 10mnit sebelumnya, sama tiket udah di beli tapi ga muncul kesel bngttt",0,padahal masih keburu tapi tiket nya udah ilang mnit sebelumnya sama tiket udah di beli tapi ga muncul kesel bngttt,padahal masih keburu tapi tiket nya sudah hilang menit sebelumnya sama tiket sudah di beli tapi tidak muncul kesel bngttt,keburu tiket hilang menit tiket beli tidak muncul kesel bngttt,keburu tiket hilang menit tiket beli tidak muncul kesel bngttt
2026-01-22 04:51:27,layanan onlinenya cepat,0,layanan onlinenya cepat,layanan onlinenya cepat,layanan onlinenya cepat,layan onlinenya cepat
2026-01-22 04:47:34,"aplikasi lemott banyak Bug, mengecewakan",1,aplikasi lemott banyak bug mengecewakan,aplikasi lemott banyak bug mengecewakan,aplikasi lemott bug mengecewakan,aplikasi lemott bug kecewa
2026-01-22 04:22:25,keseringan ngebug kadang pembayaran suka invalid atau tidak bisa di akses untuk pulang pergi pembayaran pake Qiris tidak memmunculkan barcodenya dan tidak bisa di cancel untuk melakukan pembayaran yg lain. harap di fix ntar saya ganti rating bintangnya,1,keseringan ngebug kadang pembayaran suka invalid atau tidak bisa di akses untuk pulang pergi pembayaran pake qiris tidak memmunculkan barcodenya dan tidak bisa di cancel untuk melakukan pembayaran yg lain harap di fix ntar saya ganti rating bintangnya,sering bug kadang pembayaran suka tidak valid atau tidak bisa di akses untuk pulang pergi pembayaran pakai qris tidak memmunculkan barcodenya dan tidak bisa di cancel untuk melakukan pembayaran yang lain harap di fix ntar saya ganti rating bintangnya,bug kadang pembayaran suka tidak valid tidak bisa akses pulang pergi pembayaran pakai qris tidak memmunculkan barcodenya tidak bisa cancel pembayaran harap fix ntar ganti rating bintangnya,bug kadang bayar suka tidak valid tidak bisa akses pulang pergi bayar pakai qris tidak memmunculkan barcodenya tidak bisa cancel bayar harap fix ntar ganti rating bintang
2026-01-22 04:11:48,seribu satu masalah yang gak kelar2 dan gak di perbaiki,0,seribu satu masalah yang gak kelar dan gak di perbaiki,seribu satu masalah yang tidak kelar dan tidak di perbaiki,seribu tidak kelar tidak perbaiki,ribu tidak kelar tidak baik
2026-01-22 03:38:28,"setelah maintenance tanggal 22 jan 2026 : metode pembayaran malah hilang (Qris, Mbanking dll)",0,setelah maintenance tanggal jan metode pembayaran malah hilang qris mbanking dll,setelah maintenance tanggal jan metode pembayaran malah hilang qris mbanking dll,maintenance tanggal jan metode pembayaran hilang qris mbanking dll,maintenance tanggal jan metode bayar hilang qris mbanking dll
2026-01-22 03:35:49,"beli tiket ka lokal pembayaran lewat ovo, saldo ovo sudah kepotong tp tiketnya gaada !!",0,beli tiket ka lokal pembayaran lewat ovo saldo ovo sudah kepotong tp tiketnya gaada,beli tiket ka lokal pembayaran lewat ovo saldo ovo sudah kepotong tapi tiketnya gaada,beli tiket ka lokal pembayaran ovo saldo ovo kepotong tiketnya gaada,beli tiket ka lokal bayar ovo saldo ovo potong tiket gaada
2026-01-22 03:27:48,Error terus aplikasinya,1,error terus aplikasinya,error terus aplikasinya,error aplikasinya,error aplikasi
2026-01-22 03:01:44,aku udah bayar saldo juga udah ketarik tapi tiket GK muncul,0,aku udah bayar saldo juga udah ketarik tapi tiket gk muncul,aku sudah bayar saldo juga sudah ketarik tapi tiket tidak muncul,bayar saldo ketarik tiket tidak muncul,bayar saldo tarik tiket tidak muncul
2026-01-22 02:38:55,tolong hp dengan ram kecil tidak bisa mendownload aplikasi,0,tolong hp dengan ram kecil tidak bisa mendownload aplikasi,tolong handphone dengan ram kecil tidak bisa mendownload aplikasi,tolong handphone ram tidak bisa mendownload aplikasi,tolong handphone ram tidak bisa mendownload aplikasi
2026-01-22 01:45:52,"beberapa hari belakang saat pesan tiket saya sudah pastikan jaringan dll aman, tetapi disaat akan tampilan pembayaran, disitu tampilannya layar loading dan tidak ad perubahan sama sekali setelah ditunggu, saya sudah coba dengan pesen tiket lain ternyata sama saja",0,beberapa hari belakang saat pesan tiket saya sudah pastikan jaringan dll aman tetapi disaat akan tampilan pembayaran disitu tampilannya layar loading dan tidak ad perubahan sama sekali setelah ditunggu saya sudah coba dengan pesen tiket lain ternyata sama saja,beberapa hari belakang saat pesan tiket saya sudah pastikan jaringan dll aman tetapi disaat akan tampilan pembayaran disitu tampilannya layar loading dan tidak ada perubahan sama sekali setelah ditunggu saya sudah coba dengan pesan tiket lain ternyata sama saja,pesan tiket pastikan jaringan dll aman disaat tampilan pembayaran disitu tampilannya layar loading tidak perubahan ditunggu coba pesan tiket,pesan tiket pasti jaring dll aman saat tampil bayar situ tampil layar loading tidak ubah tunggu coba pesan tiket
2026-01-22 01:18:29,"Ini kenapa ya ,saat saya mau boking tiket ,tp tidak bisa ,ada tulisannya request are too frequent. please wait a moment and try again",1,ini kenapa ya saat saya mau boking tiket tp tidak bisa ada tulisannya request are too frequent please wait a moment and try again,ini kenapa iya saat saya mau booking tiket tapi tidak bisa ada tulisannya request are too frequent tolong wait a moment and try again,iya booking tiket tidak bisa tulisannya request are too frequent tolong wait a moment and try again,iya booking tiket tidak bisa tulis request are too frequent tolong wait a moment and try again
2026-01-22 01:17:19,"setelah update, jadi sering error dan gakbisa bayar tiket",1,setelah update jadi sering error dan gakbisa bayar tiket,setelah update jadi sering error dan tidak bisa bayar tiket,update error tidak bisa bayar tiket,update error tidak bisa bayar tiket
2026-01-22 01:15:28,"aplikasi jelek, aneh.",0,aplikasi jelek aneh,aplikasi jelek aneh,aplikasi jelek aneh,aplikasi jelek aneh
2026-01-22 01:04:31,"ini update malah gagal loading pembayaran... pesan 6x gagal loading jadi ga bisa pesan.. parah update bukanya ngilangin bug, malah JD bug",1,ini update malah gagal loading pembayaran pesan x gagal loading jadi ga bisa pesan parah update bukanya ngilangin bug malah jd bug,ini update malah gagal loading pembayaran pesan x gagal loading jadi tidak bisa pesan parah update bukanya ngilangin bug malah jadi bug,update gagal loading pembayaran pesan x gagal loading tidak bisa pesan parah update bukanya ngilangin bug bug,update gagal loading bayar pesan x gagal loading tidak bisa pesan parah update buka ngilangin bug bug
2026-01-22 00:52:40,mempermudah pesen tiket kreta,0,mempermudah pesen tiket kreta,mempermudah pesan tiket kereta,mempermudah pesan tiket kereta,mudah pesan tiket kereta
2026-01-22 00:40:28,tak tambahin 1 bintang lagi jadi bintang 5 klo kearah kediri dari surabaya ada kereta seperti arjuno expres atau jayabaya selatan,0,tak tambahin bintang lagi jadi bintang klo kearah kediri dari surabaya ada kereta seperti arjuno expres atau jayabaya selatan,tak tambahin bintang lagi jadi bintang kalau kearah kediri dari surabaya ada kereta seperti arjuno expres atau jayabaya selatan,tambahin bintang bintang kearah kediri surabaya kereta arjuno expres jayabaya selatan,tambahin bintang bintang arah diri surabaya kereta arjuno expres jayabaya selatan
2026-01-22 00:29:15,"kai bagus pelayanan, bersih pokok KAI the best",0,kai bagus pelayanan bersih pokok kai the best,kai bagus pelayanan bersih pokok kai the bagus,kai bagus pelayanan bersih pokok kai the bagus,kai bagus layan bersih pokok kai the bagus
